id,Response
209490,GaussianNB()
495192,GaussianNB()
364115,GaussianNB()
32770,GaussianNB()
135398,GaussianNB()
87599,GaussianNB()
169052,GaussianNB()
69362,GaussianNB()
42279,GaussianNB()
221352,GaussianNB()
493530,GaussianNB()
340678,GaussianNB()
2045,GaussianNB()
243360,GaussianNB()
158725,GaussianNB()
302933,GaussianNB()
449957,GaussianNB()
81525,GaussianNB()
349445,GaussianNB()
36789,GaussianNB()
426976,GaussianNB()
362599,GaussianNB()
112127,GaussianNB()
402141,GaussianNB()
13156,GaussianNB()
254770,GaussianNB()
131081,GaussianNB()
40206,GaussianNB()
201508,GaussianNB()
280484,GaussianNB()
355609,GaussianNB()
466505,GaussianNB()
424464,GaussianNB()
67742,GaussianNB()
222793,GaussianNB()
157609,GaussianNB()
4947,GaussianNB()
421662,GaussianNB()
19076,GaussianNB()
445114,GaussianNB()
301392,GaussianNB()
371711,GaussianNB()
421951,GaussianNB()
25888,GaussianNB()
404292,GaussianNB()
79490,GaussianNB()
261089,GaussianNB()
36539,GaussianNB()
208784,GaussianNB()
238822,GaussianNB()
121435,GaussianNB()
65069,GaussianNB()
274519,GaussianNB()
380938,GaussianNB()
136331,GaussianNB()
94426,GaussianNB()
229829,GaussianNB()
362907,GaussianNB()
379705,GaussianNB()
418810,GaussianNB()
325384,GaussianNB()
109685,GaussianNB()
283830,GaussianNB()
207809,GaussianNB()
429651,GaussianNB()
136690,GaussianNB()
284863,GaussianNB()
399172,GaussianNB()
159611,GaussianNB()
98895,GaussianNB()
24150,GaussianNB()
352076,GaussianNB()
121104,GaussianNB()
32046,GaussianNB()
109752,GaussianNB()
173654,GaussianNB()
140755,GaussianNB()
201572,GaussianNB()
96802,GaussianNB()
66215,GaussianNB()
256627,GaussianNB()
214776,GaussianNB()
328880,GaussianNB()
63525,GaussianNB()
79646,GaussianNB()
231310,GaussianNB()
296248,GaussianNB()
167682,GaussianNB()
406433,GaussianNB()
437789,GaussianNB()
51293,GaussianNB()
135311,GaussianNB()
55944,GaussianNB()
209050,GaussianNB()
186000,GaussianNB()
32908,GaussianNB()
503840,GaussianNB()
278929,GaussianNB()
206786,GaussianNB()
71284,GaussianNB()
472022,GaussianNB()
11694,GaussianNB()
137116,GaussianNB()
104872,GaussianNB()
77992,GaussianNB()
274461,GaussianNB()
122679,GaussianNB()
410466,GaussianNB()
373748,GaussianNB()
89119,GaussianNB()
106783,GaussianNB()
220961,GaussianNB()
371829,GaussianNB()
219635,GaussianNB()
159003,GaussianNB()
325951,GaussianNB()
284353,GaussianNB()
392243,GaussianNB()
233737,GaussianNB()
137245,GaussianNB()
380684,GaussianNB()
339547,GaussianNB()
477036,GaussianNB()
200572,GaussianNB()
172331,GaussianNB()
312429,GaussianNB()
113149,GaussianNB()
48782,GaussianNB()
53190,GaussianNB()
141662,GaussianNB()
89671,GaussianNB()
468987,GaussianNB()
135851,GaussianNB()
232079,GaussianNB()
271873,GaussianNB()
200742,GaussianNB()
223941,GaussianNB()
126611,GaussianNB()
54080,GaussianNB()
84685,GaussianNB()
25051,GaussianNB()
334310,GaussianNB()
64075,GaussianNB()
342732,GaussianNB()
233136,GaussianNB()
365384,GaussianNB()
273812,GaussianNB()
499178,GaussianNB()
272950,GaussianNB()
277021,GaussianNB()
326755,GaussianNB()
90155,GaussianNB()
414708,GaussianNB()
113616,GaussianNB()
243634,GaussianNB()
323554,GaussianNB()
268639,GaussianNB()
430221,GaussianNB()
285147,GaussianNB()
278827,GaussianNB()
41133,GaussianNB()
147896,GaussianNB()
292079,GaussianNB()
343713,GaussianNB()
164026,GaussianNB()
140474,GaussianNB()
341315,GaussianNB()
120819,GaussianNB()
387666,GaussianNB()
126224,GaussianNB()
231618,GaussianNB()
263486,GaussianNB()
202145,GaussianNB()
131851,GaussianNB()
393415,GaussianNB()
309755,GaussianNB()
306004,GaussianNB()
185438,GaussianNB()
137283,GaussianNB()
258093,GaussianNB()
208978,GaussianNB()
377328,GaussianNB()
114780,GaussianNB()
300846,GaussianNB()
270086,GaussianNB()
287639,GaussianNB()
484364,GaussianNB()
124325,GaussianNB()
359687,GaussianNB()
172164,GaussianNB()
145968,GaussianNB()
308253,GaussianNB()
378473,GaussianNB()
207097,GaussianNB()
370457,GaussianNB()
225945,GaussianNB()
357849,GaussianNB()
341091,GaussianNB()
356231,GaussianNB()
471601,GaussianNB()
78069,GaussianNB()
190389,GaussianNB()
386261,GaussianNB()
205267,GaussianNB()
303837,GaussianNB()
275701,GaussianNB()
307294,GaussianNB()
175932,GaussianNB()
163453,GaussianNB()
288952,GaussianNB()
67126,GaussianNB()
393582,GaussianNB()
273922,GaussianNB()
334763,GaussianNB()
191191,GaussianNB()
47763,GaussianNB()
271649,GaussianNB()
150561,GaussianNB()
239150,GaussianNB()
254363,GaussianNB()
316546,GaussianNB()
505214,GaussianNB()
213915,GaussianNB()
24074,GaussianNB()
87312,GaussianNB()
24313,GaussianNB()
117459,GaussianNB()
404679,GaussianNB()
5398,GaussianNB()
330985,GaussianNB()
175857,GaussianNB()
353122,GaussianNB()
320993,GaussianNB()
136798,GaussianNB()
184853,GaussianNB()
321894,GaussianNB()
271265,GaussianNB()
141556,GaussianNB()
254187,GaussianNB()
43313,GaussianNB()
339528,GaussianNB()
269512,GaussianNB()
500970,GaussianNB()
450092,GaussianNB()
498814,GaussianNB()
25503,GaussianNB()
159187,GaussianNB()
242771,GaussianNB()
339665,GaussianNB()
75540,GaussianNB()
470973,GaussianNB()
4843,GaussianNB()
235066,GaussianNB()
477604,GaussianNB()
344700,GaussianNB()
189335,GaussianNB()
168914,GaussianNB()
50925,GaussianNB()
278793,GaussianNB()
365735,GaussianNB()
21280,GaussianNB()
24991,GaussianNB()
446969,GaussianNB()
24560,GaussianNB()
180184,GaussianNB()
392976,GaussianNB()
263651,GaussianNB()
173052,GaussianNB()
309472,GaussianNB()
142319,GaussianNB()
197677,GaussianNB()
248276,GaussianNB()
427843,GaussianNB()
234894,GaussianNB()
249682,GaussianNB()
290301,GaussianNB()
227012,GaussianNB()
29520,GaussianNB()
174682,GaussianNB()
321793,GaussianNB()
266368,GaussianNB()
112312,GaussianNB()
147476,GaussianNB()
193771,GaussianNB()
292763,GaussianNB()
372353,GaussianNB()
367981,GaussianNB()
141377,GaussianNB()
75004,GaussianNB()
126937,GaussianNB()
276111,GaussianNB()
405635,GaussianNB()
180802,GaussianNB()
124612,GaussianNB()
356057,GaussianNB()
388082,GaussianNB()
250744,GaussianNB()
456981,GaussianNB()
441987,GaussianNB()
263897,GaussianNB()
437270,GaussianNB()
340842,GaussianNB()
296505,GaussianNB()
266379,GaussianNB()
343200,GaussianNB()
69281,GaussianNB()
358249,GaussianNB()
31866,GaussianNB()
325082,GaussianNB()
35995,GaussianNB()
462787,GaussianNB()
157702,GaussianNB()
25309,GaussianNB()
93646,GaussianNB()
414396,GaussianNB()
369741,GaussianNB()
47698,GaussianNB()
473348,GaussianNB()
466684,GaussianNB()
458811,GaussianNB()
41350,GaussianNB()
30085,GaussianNB()
95114,GaussianNB()
187134,GaussianNB()
338397,GaussianNB()
398895,GaussianNB()
237611,GaussianNB()
251881,GaussianNB()
182516,GaussianNB()
151595,GaussianNB()
38945,GaussianNB()
507874,GaussianNB()
393339,GaussianNB()
239246,GaussianNB()
105399,GaussianNB()
460509,GaussianNB()
336717,GaussianNB()
354,GaussianNB()
251730,GaussianNB()
268387,GaussianNB()
24610,GaussianNB()
500559,GaussianNB()
33154,GaussianNB()
358154,GaussianNB()
257491,GaussianNB()
250879,GaussianNB()
443955,GaussianNB()
264447,GaussianNB()
107712,GaussianNB()
272477,GaussianNB()
291584,GaussianNB()
332540,GaussianNB()
201725,GaussianNB()
181792,GaussianNB()
17499,GaussianNB()
104664,GaussianNB()
144610,GaussianNB()
172105,GaussianNB()
357946,GaussianNB()
140236,GaussianNB()
56457,GaussianNB()
107613,GaussianNB()
221810,GaussianNB()
106176,GaussianNB()
80859,GaussianNB()
123874,GaussianNB()
194403,GaussianNB()
501458,GaussianNB()
238941,GaussianNB()
468797,GaussianNB()
237200,GaussianNB()
173204,GaussianNB()
19901,GaussianNB()
117784,GaussianNB()
257796,GaussianNB()
287889,GaussianNB()
160509,GaussianNB()
301215,GaussianNB()
21192,GaussianNB()
344562,GaussianNB()
185897,GaussianNB()
151360,GaussianNB()
304812,GaussianNB()
1146,GaussianNB()
71126,GaussianNB()
172609,GaussianNB()
31290,GaussianNB()
138976,GaussianNB()
325831,GaussianNB()
310585,GaussianNB()
151582,GaussianNB()
61381,GaussianNB()
112119,GaussianNB()
242913,GaussianNB()
212956,GaussianNB()
368281,GaussianNB()
141979,GaussianNB()
360633,GaussianNB()
230691,GaussianNB()
65949,GaussianNB()
362671,GaussianNB()
172709,GaussianNB()
112645,GaussianNB()
85868,GaussianNB()
432566,GaussianNB()
500968,GaussianNB()
184261,GaussianNB()
127988,GaussianNB()
48430,GaussianNB()
436159,GaussianNB()
450418,GaussianNB()
91470,GaussianNB()
352231,GaussianNB()
148624,GaussianNB()
286776,GaussianNB()
246689,GaussianNB()
177186,GaussianNB()
209206,GaussianNB()
20804,GaussianNB()
198290,GaussianNB()
294969,GaussianNB()
203169,GaussianNB()
414213,GaussianNB()
191281,GaussianNB()
200243,GaussianNB()
299093,GaussianNB()
347593,GaussianNB()
116262,GaussianNB()
186846,GaussianNB()
266631,GaussianNB()
418565,GaussianNB()
501890,GaussianNB()
17115,GaussianNB()
399815,GaussianNB()
17899,GaussianNB()
178020,GaussianNB()
161937,GaussianNB()
237979,GaussianNB()
471834,GaussianNB()
15973,GaussianNB()
111817,GaussianNB()
322492,GaussianNB()
132353,GaussianNB()
86846,GaussianNB()
286349,GaussianNB()
503364,GaussianNB()
359915,GaussianNB()
355816,GaussianNB()
89042,GaussianNB()
103448,GaussianNB()
291334,GaussianNB()
132374,GaussianNB()
254473,GaussianNB()
326558,GaussianNB()
175340,GaussianNB()
367400,GaussianNB()
38384,GaussianNB()
142513,GaussianNB()
200586,GaussianNB()
285942,GaussianNB()
176481,GaussianNB()
224028,GaussianNB()
440303,GaussianNB()
107996,GaussianNB()
138408,GaussianNB()
134369,GaussianNB()
15380,GaussianNB()
1350,GaussianNB()
374111,GaussianNB()
431635,GaussianNB()
150569,GaussianNB()
75657,GaussianNB()
30250,GaussianNB()
6531,GaussianNB()
375481,GaussianNB()
459084,GaussianNB()
310014,GaussianNB()
126637,GaussianNB()
151546,GaussianNB()
343731,GaussianNB()
14952,GaussianNB()
436597,GaussianNB()
352851,GaussianNB()
394590,GaussianNB()
19757,GaussianNB()
332537,GaussianNB()
341029,GaussianNB()
207509,GaussianNB()
413319,GaussianNB()
251237,GaussianNB()
290928,GaussianNB()
173844,GaussianNB()
11208,GaussianNB()
189964,GaussianNB()
290650,GaussianNB()
290859,GaussianNB()
497558,GaussianNB()
132602,GaussianNB()
412952,GaussianNB()
184003,GaussianNB()
311279,GaussianNB()
418186,GaussianNB()
505499,GaussianNB()
234234,GaussianNB()
46525,GaussianNB()
507454,GaussianNB()
217639,GaussianNB()
153392,GaussianNB()
435305,GaussianNB()
130745,GaussianNB()
134681,GaussianNB()
107527,GaussianNB()
80873,GaussianNB()
407861,GaussianNB()
166069,GaussianNB()
412810,GaussianNB()
502986,GaussianNB()
232568,GaussianNB()
28020,GaussianNB()
75257,GaussianNB()
293554,GaussianNB()
503702,GaussianNB()
418703,GaussianNB()
193999,GaussianNB()
86209,GaussianNB()
174920,GaussianNB()
282465,GaussianNB()
471759,GaussianNB()
254270,GaussianNB()
108235,GaussianNB()
102174,GaussianNB()
237929,GaussianNB()
136522,GaussianNB()
402396,GaussianNB()
432390,GaussianNB()
491416,GaussianNB()
282490,GaussianNB()
218425,GaussianNB()
38735,GaussianNB()
196620,GaussianNB()
189420,GaussianNB()
476279,GaussianNB()
175584,GaussianNB()
410079,GaussianNB()
501438,GaussianNB()
439442,GaussianNB()
408098,GaussianNB()
262671,GaussianNB()
39547,GaussianNB()
279084,GaussianNB()
305464,GaussianNB()
2552,GaussianNB()
73947,GaussianNB()
124027,GaussianNB()
181885,GaussianNB()
371077,GaussianNB()
468322,GaussianNB()
94114,GaussianNB()
197221,GaussianNB()
396852,GaussianNB()
88368,GaussianNB()
63468,GaussianNB()
187545,GaussianNB()
40505,GaussianNB()
206911,GaussianNB()
129569,GaussianNB()
248046,GaussianNB()
208925,GaussianNB()
336186,GaussianNB()
53964,GaussianNB()
230922,GaussianNB()
223401,GaussianNB()
277972,GaussianNB()
228417,GaussianNB()
136963,GaussianNB()
405862,GaussianNB()
437295,GaussianNB()
132904,GaussianNB()
262518,GaussianNB()
174265,GaussianNB()
142914,GaussianNB()
363337,GaussianNB()
211239,GaussianNB()
18495,GaussianNB()
177089,GaussianNB()
150109,GaussianNB()
20393,GaussianNB()
201531,GaussianNB()
58393,GaussianNB()
59230,GaussianNB()
116807,GaussianNB()
264156,GaussianNB()
26926,GaussianNB()
164376,GaussianNB()
298352,GaussianNB()
270263,GaussianNB()
83756,GaussianNB()
288067,GaussianNB()
35125,GaussianNB()
148139,GaussianNB()
287827,GaussianNB()
65775,GaussianNB()
103182,GaussianNB()
162486,GaussianNB()
498106,GaussianNB()
108071,GaussianNB()
208316,GaussianNB()
479821,GaussianNB()
268948,GaussianNB()
385567,GaussianNB()
387753,GaussianNB()
451087,GaussianNB()
43448,GaussianNB()
417074,GaussianNB()
266775,GaussianNB()
46702,GaussianNB()
240643,GaussianNB()
271037,GaussianNB()
154728,GaussianNB()
274666,GaussianNB()
202788,GaussianNB()
57893,GaussianNB()
195337,GaussianNB()
148203,GaussianNB()
278209,GaussianNB()
255971,GaussianNB()
344762,GaussianNB()
386869,GaussianNB()
747,GaussianNB()
88505,GaussianNB()
462515,GaussianNB()
229240,GaussianNB()
221780,GaussianNB()
348919,GaussianNB()
120294,GaussianNB()
304383,GaussianNB()
469629,GaussianNB()
109132,GaussianNB()
130101,GaussianNB()
76881,GaussianNB()
18659,GaussianNB()
46765,GaussianNB()
439704,GaussianNB()
494143,GaussianNB()
322633,GaussianNB()
259371,GaussianNB()
130079,GaussianNB()
412293,GaussianNB()
386359,GaussianNB()
46738,GaussianNB()
341761,GaussianNB()
153887,GaussianNB()
265008,GaussianNB()
109815,GaussianNB()
233027,GaussianNB()
269231,GaussianNB()
211890,GaussianNB()
17598,GaussianNB()
409565,GaussianNB()
204956,GaussianNB()
462601,GaussianNB()
305854,GaussianNB()
34237,GaussianNB()
5369,GaussianNB()
216736,GaussianNB()
179928,GaussianNB()
333466,GaussianNB()
200076,GaussianNB()
271141,GaussianNB()
227881,GaussianNB()
195589,GaussianNB()
231359,GaussianNB()
11586,GaussianNB()
143900,GaussianNB()
236331,GaussianNB()
115199,GaussianNB()
91886,GaussianNB()
43514,GaussianNB()
329777,GaussianNB()
222919,GaussianNB()
328402,GaussianNB()
184467,GaussianNB()
201080,GaussianNB()
276342,GaussianNB()
113297,GaussianNB()
28129,GaussianNB()
483233,GaussianNB()
122402,GaussianNB()
192058,GaussianNB()
331564,GaussianNB()
280762,GaussianNB()
421149,GaussianNB()
287578,GaussianNB()
204349,GaussianNB()
28818,GaussianNB()
342303,GaussianNB()
168475,GaussianNB()
152683,GaussianNB()
190465,GaussianNB()
207971,GaussianNB()
191533,GaussianNB()
97162,GaussianNB()
306627,GaussianNB()
335462,GaussianNB()
234019,GaussianNB()
406406,GaussianNB()
217569,GaussianNB()
275213,GaussianNB()
309057,GaussianNB()
70218,GaussianNB()
123479,GaussianNB()
340913,GaussianNB()
351002,GaussianNB()
211828,GaussianNB()
454960,GaussianNB()
108956,GaussianNB()
273973,GaussianNB()
203618,GaussianNB()
410680,GaussianNB()
114843,GaussianNB()
358066,GaussianNB()
210127,GaussianNB()
2682,GaussianNB()
281468,GaussianNB()
447038,GaussianNB()
165862,GaussianNB()
377821,GaussianNB()
471494,GaussianNB()
151139,GaussianNB()
447350,GaussianNB()
128564,GaussianNB()
142425,GaussianNB()
243040,GaussianNB()
86791,GaussianNB()
93063,GaussianNB()
110920,GaussianNB()
315239,GaussianNB()
200051,GaussianNB()
352781,GaussianNB()
361419,GaussianNB()
45661,GaussianNB()
117478,GaussianNB()
203864,GaussianNB()
180259,GaussianNB()
6663,GaussianNB()
329272,GaussianNB()
172353,GaussianNB()
179726,GaussianNB()
10022,GaussianNB()
44246,GaussianNB()
470142,GaussianNB()
42785,GaussianNB()
215227,GaussianNB()
341533,GaussianNB()
113849,GaussianNB()
240713,GaussianNB()
433520,GaussianNB()
452983,GaussianNB()
354242,GaussianNB()
102252,GaussianNB()
282416,GaussianNB()
347329,GaussianNB()
377913,GaussianNB()
7330,GaussianNB()
284930,GaussianNB()
152609,GaussianNB()
300988,GaussianNB()
205563,GaussianNB()
303088,GaussianNB()
333727,GaussianNB()
280933,GaussianNB()
171931,GaussianNB()
70950,GaussianNB()
24661,GaussianNB()
322429,GaussianNB()
225399,GaussianNB()
364475,GaussianNB()
47379,GaussianNB()
277426,GaussianNB()
309286,GaussianNB()
197165,GaussianNB()
37975,GaussianNB()
244663,GaussianNB()
333545,GaussianNB()
414567,GaussianNB()
58310,GaussianNB()
109997,GaussianNB()
179086,GaussianNB()
82339,GaussianNB()
157765,GaussianNB()
77070,GaussianNB()
6553,GaussianNB()
61262,GaussianNB()
205892,GaussianNB()
194269,GaussianNB()
283791,GaussianNB()
214851,GaussianNB()
181052,GaussianNB()
348059,GaussianNB()
351782,GaussianNB()
507393,GaussianNB()
211406,GaussianNB()
110479,GaussianNB()
463832,GaussianNB()
120988,GaussianNB()
410364,GaussianNB()
282861,GaussianNB()
331845,GaussianNB()
424004,GaussianNB()
462315,GaussianNB()
295192,GaussianNB()
357913,GaussianNB()
258831,GaussianNB()
235263,GaussianNB()
117290,GaussianNB()
172365,GaussianNB()
415074,GaussianNB()
72669,GaussianNB()
391512,GaussianNB()
159627,GaussianNB()
467101,GaussianNB()
457221,GaussianNB()
38233,GaussianNB()
24771,GaussianNB()
33787,GaussianNB()
356464,GaussianNB()
259805,GaussianNB()
418303,GaussianNB()
435963,GaussianNB()
30959,GaussianNB()
485417,GaussianNB()
362163,GaussianNB()
458577,GaussianNB()
181048,GaussianNB()
63936,GaussianNB()
177948,GaussianNB()
110013,GaussianNB()
377169,GaussianNB()
58038,GaussianNB()
28500,GaussianNB()
372638,GaussianNB()
343341,GaussianNB()
237697,GaussianNB()
312545,GaussianNB()
280366,GaussianNB()
34386,GaussianNB()
256301,GaussianNB()
26033,GaussianNB()
75304,GaussianNB()
482052,GaussianNB()
485908,GaussianNB()
421940,GaussianNB()
324455,GaussianNB()
493386,GaussianNB()
73076,GaussianNB()
408361,GaussianNB()
375734,GaussianNB()
336461,GaussianNB()
33135,GaussianNB()
33090,GaussianNB()
90724,GaussianNB()
11472,GaussianNB()
172119,GaussianNB()
373802,GaussianNB()
331147,GaussianNB()
95377,GaussianNB()
492050,GaussianNB()
99229,GaussianNB()
235657,GaussianNB()
21858,GaussianNB()
107192,GaussianNB()
296141,GaussianNB()
283884,GaussianNB()
53217,GaussianNB()
144193,GaussianNB()
74185,GaussianNB()
262816,GaussianNB()
393701,GaussianNB()
75702,GaussianNB()
383016,GaussianNB()
87563,GaussianNB()
132994,GaussianNB()
454279,GaussianNB()
4039,GaussianNB()
293612,GaussianNB()
191694,GaussianNB()
109865,GaussianNB()
195723,GaussianNB()
145825,GaussianNB()
353857,GaussianNB()
388488,GaussianNB()
32775,GaussianNB()
307111,GaussianNB()
305386,GaussianNB()
265209,GaussianNB()
169212,GaussianNB()
54391,GaussianNB()
28934,GaussianNB()
475363,GaussianNB()
314733,GaussianNB()
125758,GaussianNB()
180625,GaussianNB()
332336,GaussianNB()
228226,GaussianNB()
23445,GaussianNB()
334148,GaussianNB()
425489,GaussianNB()
112969,GaussianNB()
21792,GaussianNB()
342238,GaussianNB()
316823,GaussianNB()
311412,GaussianNB()
402377,GaussianNB()
221024,GaussianNB()
196007,GaussianNB()
28813,GaussianNB()
51750,GaussianNB()
80104,GaussianNB()
271448,GaussianNB()
138846,GaussianNB()
166703,GaussianNB()
223068,GaussianNB()
103653,GaussianNB()
87529,GaussianNB()
393698,GaussianNB()
432229,GaussianNB()
354199,GaussianNB()
54471,GaussianNB()
243313,GaussianNB()
170985,GaussianNB()
196473,GaussianNB()
5337,GaussianNB()
144233,GaussianNB()
312110,GaussianNB()
319435,GaussianNB()
12879,GaussianNB()
376827,GaussianNB()
340117,GaussianNB()
343094,GaussianNB()
327178,GaussianNB()
481497,GaussianNB()
298597,GaussianNB()
254336,GaussianNB()
292592,GaussianNB()
225842,GaussianNB()
342390,GaussianNB()
302238,GaussianNB()
376865,GaussianNB()
134630,GaussianNB()
353255,GaussianNB()
84681,GaussianNB()
34507,GaussianNB()
436552,GaussianNB()
8747,GaussianNB()
285890,GaussianNB()
352175,GaussianNB()
381992,GaussianNB()
180777,GaussianNB()
88014,GaussianNB()
199897,GaussianNB()
315586,GaussianNB()
486842,GaussianNB()
459250,GaussianNB()
156933,GaussianNB()
197150,GaussianNB()
243487,GaussianNB()
161861,GaussianNB()
276231,GaussianNB()
166771,GaussianNB()
367734,GaussianNB()
201425,GaussianNB()
140367,GaussianNB()
324619,GaussianNB()
223827,GaussianNB()
418575,GaussianNB()
305737,GaussianNB()
267350,GaussianNB()
115315,GaussianNB()
430399,GaussianNB()
338751,GaussianNB()
506872,GaussianNB()
339160,GaussianNB()
338388,GaussianNB()
211788,GaussianNB()
7779,GaussianNB()
403340,GaussianNB()
373417,GaussianNB()
295768,GaussianNB()
224128,GaussianNB()
355007,GaussianNB()
425374,GaussianNB()
150355,GaussianNB()
167496,GaussianNB()
501142,GaussianNB()
233609,GaussianNB()
348834,GaussianNB()
138153,GaussianNB()
104051,GaussianNB()
240404,GaussianNB()
83265,GaussianNB()
77361,GaussianNB()
187778,GaussianNB()
304870,GaussianNB()
339991,GaussianNB()
226761,GaussianNB()
122087,GaussianNB()
280180,GaussianNB()
32984,GaussianNB()
219582,GaussianNB()
442136,GaussianNB()
202792,GaussianNB()
182073,GaussianNB()
471466,GaussianNB()
102391,GaussianNB()
432744,GaussianNB()
59989,GaussianNB()
308661,GaussianNB()
180213,GaussianNB()
198186,GaussianNB()
351717,GaussianNB()
107320,GaussianNB()
94885,GaussianNB()
432256,GaussianNB()
50835,GaussianNB()
182669,GaussianNB()
320845,GaussianNB()
366968,GaussianNB()
102928,GaussianNB()
165055,GaussianNB()
375536,GaussianNB()
60251,GaussianNB()
122403,GaussianNB()
297834,GaussianNB()
462854,GaussianNB()
64666,GaussianNB()
122141,GaussianNB()
331551,GaussianNB()
248863,GaussianNB()
78166,GaussianNB()
182384,GaussianNB()
380168,GaussianNB()
34562,GaussianNB()
10656,GaussianNB()
333004,GaussianNB()
